id,first_name,last_name,dynasty,ship_id,status,home_planet,is_visible
,Ichiro,Radcliff,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Miron,Naoumov,Tenacity,aurora,Present and accounted for,Caelena,FALSE
,Hubert,Linton,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Mariya,Simen,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Catherina,Homewood,Defiance,warrior,Present and accounted for,Ellarion,FALSE
,Warner,Cock,Tenacity,cyclone,Present and accounted for,Caelena,FALSE
,Nate,Smythe,Intelligence,vulture,Present and accounted for,Caelena,FALSE
,Roxanne,Glass,Loyalty,spectrum,Present and accounted for,Osiris,FALSE
,Jeannine,Lowell,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Dory,Krupin,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Desmond,Presley,Excellence,immortal,Present and accounted for,Osiris,FALSE
,Trace,Yamauchi,Justice,polaris,Present and accounted for,Osiris,FALSE
,Lorraine,Scarlett,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Royle,London,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Art,Christians,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Jenna,Styles,Confidence,aurora,Present and accounted for,Ellarion,FALSE
,Garfield,Aitken,Mercy,cyclone,Present and accounted for,Ellarion,FALSE
,Thankful,Bean,Generosity,whirlwind,Present and accounted for,Caelena,FALSE
,Bill,Crisp,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Minta,Hodges,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Detta,Abe,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Suzie,Blackburn,Excellence,aurora,Present and accounted for,Osiris,FALSE
,Christabella,Gibbs,Strength,polaris,Present and accounted for,Osiris,FALSE
,Kosuke,Popov,Industry,polaris,Present and accounted for,Ellarion,FALSE
,Jepson,Fenn,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Rosie,Benton,Mercy,whirlwind,Present and accounted for,Caelena,FALSE
,Celia,Stephens,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Carlton,Gully,Hope,whirlwind,Present and accounted for,Caelena,FALSE
,Ellie,Adams,Ambition,cyclone,Present and accounted for,Osiris,FALSE
,Lavena,Godfrey,Strength,bluecoat,Present and accounted for,Ellarion,FALSE
,Hugh,Rye,Unity,immortal,Present and accounted for,Osiris,FALSE
,Aglaya,Kendrick,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Jasmyn,Stark,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Cindy,Hollands,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Katy,Evelyn,None,halo,Present and accounted for,Ellarion,FALSE
,Messiah,Inoue,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Albert,Victor,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Irene,Hooper,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Rhonda,Elmer,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Scarlett,Webster,Strength,centurion,Present and accounted for,Caelena,FALSE
,Lorrin,Christophers,Purity,halo,Present and accounted for,Ellarion,FALSE
,Cedric,Michael,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Luke,Farmer,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Kyler,Rowe,Intelligence,halo,Present and accounted for,Ellarion,FALSE
,Yeva,Presley,Strength,centurion,Present and accounted for,Caelena,FALSE
,Yancy,Durand,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Wilma,Bone,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Niki,Rennold,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Phyllida,Morin,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Andrei,Layton,None,halo,Present and accounted for,Ellarion,FALSE
,Shichiro,Clarke,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Asya,Roy,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Dyson,Vance,Generosity,starfall,Present and accounted for,Osiris,FALSE
,Keefe,Gladwyn,Excellence,cyclone,Present and accounted for,Caelena,FALSE
,Erin,Earl,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Coy,Nixon,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Bertina,Nowell,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Gloria,Bannister,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Anemone,Honda,None,immortal,Present and accounted for,Ellarion,FALSE
,Thurstan,Cartwright,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Lance,Turnbull,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Magdalen,Putnam,Justice,cyclone,Present and accounted for,Caelena,FALSE
,Bernard,Sharp,Tenacity,polaris,Present and accounted for,Ellarion,FALSE
,Ethelred,Yamada,Strength,ravager,Present and accounted for,Osiris,FALSE
,Rich,Ivanov,None,polaris,Present and accounted for,Ellarion,FALSE
,Dorthy,Denzil,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Arnie,Weekes,Ambition,spectrum,Present and accounted for,Caelena,FALSE
,Ellery,Abramson,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Donnie,Blakesley,Loyalty,immortal,Present and accounted for,Ellarion,FALSE
,Mo,Browne,Industry,starfall,Present and accounted for,Osiris,FALSE
,Ioann,Summerfield,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Shawnee,Head,Industry,inferno,Present and accounted for,Ellarion,FALSE
,Pearce,Lewis,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Adelaide,Fabian,Excellence,spectrum,Present and accounted for,Caelena,FALSE
,Peers,Dickenson,Purity,warrior,Present and accounted for,Osiris,FALSE
,Sommer,Close,Purity,polaris,Present and accounted for,Osiris,FALSE
,Zowie,Hillam,Tranquility,spectrum,Present and accounted for,Osiris,FALSE
,Nikkole,Ashworth,Strength,centurion,Present and accounted for,Caelena,FALSE
,Ramona,Nowell,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Foster,Waller,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Darian,Moses,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Ben,Queen,Excellence,immortal,Present and accounted for,Osiris,FALSE
,Megumi,Yukimura,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Shou,Thorn,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Hideyoshi,Tucker,Hope,centurion,Present and accounted for,Ellarion,FALSE
,Elsa,Hext,Confidence,envoy,Present and accounted for,Ellarion,FALSE
,Aleksandrina,Mounce,Ambition,starfall,Present and accounted for,Caelena,FALSE
,Shel,Pitts,Logic,discovery,Present and accounted for,Ellarion,FALSE
,Kristy,Ware,Purity,starfall,Present and accounted for,Ellarion,FALSE
,Prosper,Power,Excellence,aurora,Present and accounted for,Osiris,FALSE
,Ellen,Hogarth,Ambition,inferno,Present and accounted for,Ellarion,FALSE
,Selina,Alfredson,Tranquility,spectrum,Present and accounted for,Osiris,FALSE
,Oralee,Royle,Defiance,polaris,Present and accounted for,Ellarion,FALSE
,Nola,Hawk,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Chelsie,Tupper,Purity,polaris,Present and accounted for,Caelena,FALSE
,Liddy,Chase,Tranquility,spectrum,Present and accounted for,Caelena,FALSE
,Nyla,Shearer,Mercy,spectrum,Present and accounted for,Osiris,FALSE
,Daria,Breckenridge,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Cyrilla,Huxtable,Confidence,halo,Present and accounted for,Ellarion,FALSE
,Frona,Yukimura,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Audley,Kingsley,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Luvenia,Richard,Intelligence,bluecoat,Present and accounted for,Ellarion,FALSE
,Stuart,Street,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Honor,Arkwright,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Mick,Thomas,Fairness,marauder,Present and accounted for,Osiris,FALSE
,Kouta,Yukimura,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Juliana,Henryson,Intelligence,spectrum,Present and accounted for,Ellarion,FALSE
,Adrian,Kimberly,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Annabelle,Gabrielson,Kindness,aurora,Present and accounted for,Ellarion,FALSE
,Yeseniya,Glover,Ambition,prophet,Present and accounted for,Osiris,FALSE
,Merideth,Sims,Ambition,starfall,Present and accounted for,Osiris,FALSE
,Gary,Duke,Purity,valor,Present and accounted for,Ellarion,FALSE
,Edison,Tennyson,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Zina,Royle,None,cyclone,Present and accounted for,Caelena,FALSE
,Boniface,Ruggles,Strength,cyclone,Present and accounted for,Caelena,FALSE
,Joseph,Sutton,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Sergej,Benn,None,cyclone,Present and accounted for,Caelena,FALSE
,Lennox,Lovel,Tenacity,cyclone,Present and accounted for,Osiris,FALSE
,Feodora,Pond,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Aric,Brewster,Excellence,polaris,Present and accounted for,Caelena,FALSE
,Vitalik,Tennyson,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Keeley,Page,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Cayden,Austin,Excellence,immortal,Present and accounted for,Osiris,FALSE
,Willis,Beasley,Logic,cyclone,Present and accounted for,Caelena,FALSE
,Eireann,Kimura,Ambition,vulture,Present and accounted for,Osiris,FALSE
,Ericka,Porter,Loyalty,aurora,Present and accounted for,Caelena,FALSE
,Abigayle,Kozlov,Hope,harbinger,Present and accounted for,Ellarion,FALSE
,Vikenti,Rennold,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Faddei,Viktorov,Hope,cyclone,Present and accounted for,Ellarion,FALSE
,Leta,Matthewson,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,Queen,Scrivenor,Strength,harbinger,Present and accounted for,Ellarion,FALSE
,Sayuri,Martin,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Svyatopolk,Sidney,Ambition,aries,Present and accounted for,Ellarion,FALSE
,Avdotya,Rowland,Ambition,halo,Present and accounted for,Osiris,FALSE
,Kaelee,Daniell,Purity,bluecoat,Present and accounted for,Ellarion,FALSE
,Manya,Hughes,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Shouhei,Horton,Purity,starfall,Present and accounted for,Ellarion,FALSE
,Emilia,Arnold,Generosity,polaris,Present and accounted for,Ellarion,FALSE
,Newt,Read,Confidence,harbinger,Present and accounted for,Ellarion,FALSE
,Floella,Adamson,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Lori,Davis,Hope,immortal,Present and accounted for,Osiris,FALSE
,Aryana,Smythe,None,halo,Present and accounted for,Ellarion,FALSE
,Setsuko,Holland,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Emmett,Ashworth,None,spectrum,Present and accounted for,Ellarion,FALSE
,Gideon,Carl,Mercy,immortal,Present and accounted for,Osiris,FALSE
,Ioann,Tasker,Tranquility,cyclone,Present and accounted for,Caelena,FALSE
,Aryana,Martins,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Kathlyn,Danell,Industry,spectrum,Present and accounted for,Ellarion,FALSE
,Isaac,Hayter,Ambition,inferno,Present and accounted for,Ellarion,FALSE
,Elfrieda,Bonney,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Kathryn,Norris,Generosity,starfall,Present and accounted for,Osiris,FALSE
,Chelle,Yamauchi,Tranquility,immortal,Present and accounted for,Osiris,FALSE
,Lucius,Sergeant,Dedication,immortal,Present and accounted for,Osiris,FALSE
,Varfolomei,Scrivener,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Normina,Cheshire,None,polaris,Present and accounted for,Ellarion,FALSE
,Queen,Irwin,None,polaris,Present and accounted for,Ellarion,FALSE
,Sterling,Scrivens,Tenacity,warrior,Present and accounted for,Caelena,FALSE
,Khariton,Attwood,Mercy,warrior,Present and accounted for,Caelena,FALSE
,Emmet,Osbourne,Ambition,aurora,Present and accounted for,Ellarion,FALSE
,Gresham,Tracey,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Evan,Sato,Defiance,halo,Present and accounted for,Osiris,FALSE
,Ramona,Naumov,Confidence,starfall,Present and accounted for,Osiris,FALSE
,Edwina,Walker,Mercy,halo,Present and accounted for,Ellarion,FALSE
,Kellie,Michaelson,Mercy,cyclone,Present and accounted for,Caelena,FALSE
,Wynter,Burton,Ambition,immortal,Present and accounted for,Osiris,FALSE
,Keir,Peters,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Libbie,Drake,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Vadimir,Seabrooke,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Darwin,Spurling,Confidence,bluecoat,Present and accounted for,Ellarion,FALSE
,Kody,Gorbold,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Jericho,Goddard,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Juliet,Beverley,Hope,immortal,Present and accounted for,Osiris,FALSE
,Beatrix,Hudson,Tenacity,polaris,Present and accounted for,Caelena,FALSE
,Lauraine,Sams,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Jan,Lewin,Defiance,spectrum,Present and accounted for,Ellarion,FALSE
,Duke,Small,Ambition,starfall,Present and accounted for,Ellarion,FALSE
,Kristi,Courtenay,Strength,immortal,Present and accounted for,Osiris,FALSE
,Kenshin,Harper,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Dora,Simon,Purity,starfall,Present and accounted for,Osiris,FALSE
,Kaleb,Akiyama,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Wilson,Sudworth,Purity,centurion,Present and accounted for,Ellarion,FALSE
,Bernadine,Jarvis,Dedication,spectrum,Present and accounted for,Ellarion,FALSE
,Quincey,Linville,Tranquility,harbinger,Present and accounted for,Ellarion,FALSE
,Hadley,Goddard,None,spectrum,Present and accounted for,Caelena,FALSE
,Hinata,Simons,Justice,spectrum,Present and accounted for,Ellarion,FALSE
,Prokopiy,Brook,Mercy,aurora,Present and accounted for,Ellarion,FALSE
,Isaiah,Easton,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Katherine,Ford,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Lorrin,Ackerman,Tranquility,harbinger,Present and accounted for,Ellarion,FALSE
,Snezhana,Sokolov,Loyalty,starfall,Present and accounted for,Osiris,FALSE
,Milburn,Kellogg,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Cornelius,Otis,Justice,ravager,Present and accounted for,Osiris,FALSE
,Gwyneth,Ignatov,Ambition,immortal,Present and accounted for,Osiris,FALSE
,Mila,Tash,Mercy,spectrum,Present and accounted for,Ellarion,FALSE
,Carlie,Erickson,Strength,centurion,Present and accounted for,Ellarion,FALSE
,Kelsey,Groves,Purity,polaris,Present and accounted for,Caelena,FALSE
,Takara,Lacy,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Eliot,Sinclair,Defiance,warrior,Present and accounted for,Ellarion,FALSE
,Danielle,Milton,Mercy,immortal,Present and accounted for,Caelena,FALSE
,Saxon,Braxton,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Sheridan,Spears,Confidence,warrior,Present and accounted for,Ellarion,FALSE
,Casimir,Fukui,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,David,Moore,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Bambi,Evanson,Hope,immortal,Present and accounted for,Osiris,FALSE
,Kiarra,Arkwright,Dedication,polaris,Present and accounted for,Caelena,FALSE
,Koharu,Scott,Dedication,immortal,Present and accounted for,Osiris,FALSE
,Shaquila,Sydney,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Jarred,Owston,Purity,cyclone,Present and accounted for,Ellarion,FALSE
,Humphrey,Stanford,Logic,polaris,Present and accounted for,Ellarion,FALSE
,Rolph,Devine,Purity,envoy,Present and accounted for,Ellarion,FALSE
,Ramona,Travers,Tenacity,starfall,Present and accounted for,Osiris,FALSE
,Kira,Denzil,Purity,spectrum,Present and accounted for,Osiris,FALSE
,Maybelline,Taylor,Strength,halo,Present and accounted for,Caelena,FALSE
,Bartholomew,Tod,Industry,polaris,Present and accounted for,Ellarion,FALSE
,Jakki,Peyton,Purity,immortal,Present and accounted for,Osiris,FALSE
,Stephania,Gibbs,Mercy,polaris,Present and accounted for,Ellarion,FALSE
,Corina,Taft,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Clement,Dale,Ambition,cyclone,Present and accounted for,Caelena,FALSE
,Terra,Hamasaki,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Blaze,Graves,Strength,starfall,Present and accounted for,Osiris,FALSE
,Lauren,Goodwin,Excellence,polaris,Present and accounted for,Ellarion,FALSE
,Lynwood,Coombs,Industry,immortal,Present and accounted for,Osiris,FALSE
,Bryant,Tipton,Defiance,halo,Present and accounted for,Ellarion,FALSE
,Braden,Thompsett,Hope,immortal,Present and accounted for,Osiris,FALSE
,Karen,Freeman,Strength,spectrum,Present and accounted for,Caelena,FALSE
,Shirley,Stark,Purity,harbinger,Present and accounted for,Ellarion,FALSE
,Honour,Fenn,None,polaris,Present and accounted for,Caelena,FALSE
,Yoshirou,Dickson,Ambition,polaris,Present and accounted for,Caelena,FALSE
,Titus,Aylmer,None,polaris,Present and accounted for,Osiris,FALSE
,Cosmo,Putnam,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Emerald,Dorsey,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Clarence,Minami,Tenacity,immortal,Present and accounted for,Caelena,FALSE
,Gary,Garner,Excellence,immortal,Present and accounted for,Ellarion,FALSE
,Quin,Bloxham,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Kester,Chase,Fairness,spectrum,Present and accounted for,Ellarion,FALSE
,Amethyst,Fairbairn,Confidence,polaris,Present and accounted for,Ellarion,FALSE
,Jeffry,Jefferson,None,spectrum,Present and accounted for,Osiris,FALSE
,Lane,Augustine,None,cyclone,Present and accounted for,Caelena,FALSE
,Aaliyah,Ivers,Logic,immortal,Present and accounted for,Osiris,FALSE
,Terra,Bentley,None,polaris,Present and accounted for,Caelena,FALSE
,Keith,Garry,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Haruna,Jeffries,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Sasha,Brett,Mercy,spectrum,Present and accounted for,Osiris,FALSE
,Caprice,Sexton,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Topher,Trueman,Confidence,cyclone,Present and accounted for,Ellarion,FALSE
,Veniamin,Haywood,Purity,discovery,Present and accounted for,Ellarion,FALSE
,Aura,Falconer,Hope,halo,Present and accounted for,Ellarion,FALSE
,Adam,Gibb,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Tatyanna,Beck,Excellence,valor,Present and accounted for,Ellarion,FALSE
,Karl,Tirrell,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Marilyn,Wright,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Liliya,Combs,Hope,aurora,Present and accounted for,Caelena,FALSE
,Donald,Saylor,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Rafe,Purcell,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Ashley,Derby,Strength,spectrum,Present and accounted for,Caelena,FALSE
,Tamra,Cock,Generosity,spectrum,Present and accounted for,Ellarion,FALSE
,Luke,Moon,Purity,aurora,Present and accounted for,Ellarion,FALSE
,Linnaea,Barlow,Justice,polaris,Present and accounted for,Caelena,FALSE
,Matvey,Clinton,Tranquility,polaris,Present and accounted for,Caelena,FALSE
,Gunner,Davidson,Confidence,starfall,Present and accounted for,Osiris,FALSE
,Laurencia,Bloxam,Tranquility,spectrum,Present and accounted for,Ellarion,FALSE
,Prue,Banner,None,warrior,Present and accounted for,Ellarion,FALSE
,Noel,Bristol,Confidence,spectrum,Present and accounted for,Ellarion,FALSE
,Adela,Huff,Ambition,cyclone,Present and accounted for,Ellarion,FALSE
,Abram,Bardsley,Purity,halo,Present and accounted for,Ellarion,FALSE
,Amyas,Turner,Unity,polaris,Present and accounted for,Caelena,FALSE
,Kayleen,Himura,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Stephany,Haines,Unity,aurora,Present and accounted for,Ellarion,FALSE
,Geoffrey,Neville,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Conway,Gregory,Hope,starfall,Present and accounted for,Ellarion,FALSE
,Zackery,Tash,Purity,discovery,Present and accounted for,Ellarion,FALSE
,Maree,Hillam,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Bertram,Garnett,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Maksimilian,Walton,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Tria,Ellison,Excellence,vulture,Present and accounted for,Osiris,FALSE
,Radclyffe,Nicolson,Unity,cyclone,Present and accounted for,Ellarion,FALSE
,Savanna,Carlisle,Compassion,immortal,Present and accounted for,Osiris,FALSE
,Josceline,Nash,Hope,cyclone,Present and accounted for,Caelena,FALSE
,Matthew,Holme,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Kimberleigh,Thorley,None,polaris,Present and accounted for,Caelena,FALSE
,Alivia,Phelps,Tenacity,odysseus,Present and accounted for,Caelena,FALSE
,Hillary,Hartell,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Shirou,Shearer,Purity,cyclone,Present and accounted for,Caelena,FALSE
,Lyda,Honda,None,polaris,Present and accounted for,Osiris,FALSE
,Brock,Batts,Confidence,polaris,Present and accounted for,Osiris,FALSE
,Celestine,Neville,Hope,vulture,Present and accounted for,Osiris,FALSE
,Byron,Larson,Dedication,spectrum,Present and accounted for,Ellarion,FALSE
,Idonea,Tuft,None,aurora,Present and accounted for,Ellarion,FALSE
,Craig,Clinton,None,aurora,Present and accounted for,Ellarion,FALSE
,Isadora,Hathway,Purity,spectrum,Present and accounted for,Caelena,FALSE
,Petra,Howard,Ambition,starfall,Present and accounted for,Caelena,FALSE
,Lina,Payton,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Kynaston,Braddock,Hope,halo,Present and accounted for,Ellarion,FALSE
,Bryana,Grey,Ambition,ravager,Present and accounted for,Ellarion,FALSE
,Lettie,Pemberton,Tranquility,halo,Present and accounted for,Ellarion,FALSE
,Elmer,Traviss,Tranquility,halo,Present and accounted for,Ellarion,FALSE
,Alan,Coupe,None,spectrum,Present and accounted for,Ellarion,FALSE
,Shania,Francis,Unity,spectrum,Present and accounted for,Ellarion,FALSE
,Abel,Lawrence,Confidence,memory,Present and accounted for,Ellarion,FALSE
,Kristen,Hisakawa,Justice,cyclone,Present and accounted for,Osiris,FALSE
,Maitland,Thorne,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Tera,Harford,Confidence,ravager,Present and accounted for,Osiris,FALSE
,Garret,Taft,Strength,immortal,Present and accounted for,Osiris,FALSE
,Jaycob,Bullard,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Wynonna,Hathaway,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Jirou,Westbrook,Excellence,immortal,Present and accounted for,Caelena,FALSE
,Mikey,Geary,Intelligence,immortal,Present and accounted for,Osiris,FALSE
,Toby,Bartram,Ambition,harbinger,Present and accounted for,Caelena,FALSE
,Arseniy,Bannister,Mercy,harbinger,Present and accounted for,Ellarion,FALSE
,Oral,Everill,Ambition,halo,Present and accounted for,Ellarion,FALSE
,Eulalia,Hull,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Laura,Jones,Ambition,halo,Present and accounted for,Osiris,FALSE
,Linwood,Neil,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Adelia,Erickson,Purity,valor,Present and accounted for,Ellarion,FALSE
,Marybeth,Thorburn,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Talon,Comstock,Purity,warrior,Present and accounted for,Caelena,FALSE
,Jo,Rhodes,Ambition,polaris,Present and accounted for,Ellarion,FALSE
,Rostislav,Thorn,Strength,aurora,Present and accounted for,Ellarion,FALSE
,Jules,Traves,Intelligence,cyclone,Present and accounted for,Caelena,FALSE
,Rena,Hammond,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Donelle,Wesley,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Kichiro,Gibb,Tranquility,polaris,Present and accounted for,Ellarion,FALSE
,Crofton,Overton,Purity,starfall,Present and accounted for,Caelena,FALSE
,Camilla,Beasley,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Patrice,Blackwood,Confidence,warrior,Present and accounted for,Ellarion,FALSE
,Aleesha,Cornett,Tenacity,centurion,Present and accounted for,Caelena,FALSE
,Malachi,Nakajima,Loyalty,spectrum,Present and accounted for,Ellarion,FALSE
,Harrison,Mallory,None,immortal,Present and accounted for,Osiris,FALSE
,Hailee,Whinery,Mercy,starfall,Present and accounted for,Osiris,FALSE
,Shevon,Causey,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Peace,Sands,Hope,aurora,Present and accounted for,Ellarion,FALSE
,Annette,Boone,Strength,aurora,Present and accounted for,Caelena,FALSE
,Carmella,Tennyson,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Noelle,Fairclough,Excellence,envoy,Present and accounted for,Ellarion,FALSE
,Cadence,Pound,Excellence,spectrum,Present and accounted for,Caelena,FALSE
,Chester,Tracy,Excellence,spectrum,Present and accounted for,Ellarion,FALSE
,Lauren,Clement,Ambition,spectrum,Present and accounted for,Caelena,FALSE
,Dana,Miller,Purity,prophet,Present and accounted for,Caelena,FALSE
,Kichirou,Dedrick,Purity,immortal,Present and accounted for,Osiris,FALSE
,Madelaine,Sokolov,Fairness,cyclone,Present and accounted for,Caelena,FALSE
,Stephania,Royston,Purity,discovery,Present and accounted for,Ellarion,FALSE
,Biddy,Hampson,Confidence,whirlwind,Present and accounted for,Ellarion,FALSE
,Harriett,Walterson,Loyalty,cyclone,Present and accounted for,Osiris,FALSE
,Missie,Jewel,Confidence,immortal,Present and accounted for,Osiris,FALSE
,Lynna,Gibbs,Hope,spectrum,Present and accounted for,Ellarion,FALSE
,Robert,Huff,Intelligence,polaris,Present and accounted for,Ellarion,FALSE
,Kousuke,Batts,Confidence,bluecoat,Present and accounted for,Caelena,FALSE
,Royston,Stanley,Loyalty,polaris,Present and accounted for,Ellarion,FALSE
,Flick,Madison,Confidence,cyclone,Present and accounted for,Caelena,FALSE
,Hideki,Nakashima,Ambition,spectrum,Present and accounted for,Ellarion,FALSE
,Esm&eacute;e,Godfrey,Confidence,polaris,Present and accounted for,Caelena,FALSE
,Arden,Pratt,Purity,spectrum,Present and accounted for,Ellarion,FALSE
,Jae,Mynatt,Purity,centurion,Present and accounted for,Caelena,FALSE
,Elenora,Davids,Tenacity,spectrum,Present and accounted for,Ellarion,FALSE
,Tiara,Boone,Strength,polaris,Present and accounted for,Ellarion,FALSE
,Aureole,Hamasaki,Hope,polaris,Present and accounted for,Ellarion,FALSE
,Darrin,Daubney,Purity,polaris,Present and accounted for,Ellarion,FALSE
,Shane,Carter,Mercy,valor,Present and accounted for,Ellarion,FALSE
,Kuro,Kennard,Mercy,immortal,Present and accounted for,Osiris,FALSE
,Aleksey,Mann,Intelligence,starfall,Present and accounted for,Ellarion,FALSE
,Cy,Belanger,Strength,spectrum,Present and accounted for,Ellarion,FALSE
,Emilee,Hayter,Confidence,spectrum,Present and accounted for,Osiris,FALSE
,Bernadine,Nixon,Purity,spectrum,Present and accounted for,Ellarion,FALSE
